"weekday","month","date","year","text"
"Sat","Oct",3,2015,"@IntegraalMD Mt apologies, Mr. Bonnin. Here is a link that will be of assistance: http://t.co/gZa1XM7gct. *RB"
"Sat","Oct",3,2015,"@jonmaciello  My apologies, Jon. Please follow/DM your confirmation # if you’re in need of rebooking assistance. Thanks.  *AB"
"Sat","Oct",3,2015,"@kellylcourtney I completely forgot to ask you for the flight number. I'm so sorry.  *MR"
"Sat","Oct",3,2015,"@alexphennesy We strive to provide the best flying experience to our customers. Please accept our deepest apologies.  *AB"
"Sat","Oct",3,2015,"@JonPlanIt Oops! Please follow and DM the flight number and seat number. *DD"
"Sat","Oct",3,2015,"@JenLebiedz You're most welcome, Jen. *MD"
"Sat","Oct",3,2015,"@DavidAStart Sorry to hear this, Mr. Start. My apologies. Please follow and DM your confirmation number and I will check for updates.  *RB"
"Sat","Oct",3,2015,"@JenFalotico Awwh! Wishing him all the pretzels his little tummy can hold. :) *DD"
"Sat","Oct",3,2015,"@Real_J_Eddy ...your file/bag tag number and I will reach out to Baggage Services.  *RB 2/2"
"Sat","Oct",3,2015,"@Real_J_Eddy Sorry to hear this. My apologies. Also congrats!!!! If you need any assistance with your luggage, please follow and DM... 1/2"
"Sat","Oct",3,2015,"@iMalto Sorry to hear! I haven't received any reported issues of food poisoning.  Hope you feel better! *DD"
"Sat","Oct",3,2015,"@SusanWelsh2 Sorry to hear this. My apologies. Please follow and DM your confirmation #.  *RB"
"Sat","Oct",3,2015,"@arbagel Are you in need of assistance? *DD"
"Sat","Oct",3,2015,"@JustinJGraff ...and possible flight options.  *RB 2/2"
"Sat","Oct",3,2015,"@JustinJGraff Sorry to hear this, Justin. Please follow and DM your confirmation number and I will check your itinerary for updates... 1/2"
"Sat","Oct",3,2015,"@JonasGomezB  Hey Jonas, were you not offered the mobile boarding pass option? Please follow &amp; DM your ticket # for review. *JJ"
"Sat","Oct",3,2015,"@southernvoyager  Please follow &amp; DM your ticket # and I will check your options. *JJ"
"Sat","Oct",3,2015,"@SarahKrafty Indeed, we hope to see you again soon! *JJ"
"Sat","Oct",3,2015,"@southernvoyager Sure thing, how may I assist? *JJ"
"Sat","Oct",3,2015,"@JenLebiedz Hi Jen. Please follow and DM your Delta confirmation number and I'll check seat availability for you. *MD"
"Sat","Oct",3,2015,"@SarahKrafty Nice, looks relaxing! *JJ"
"Sat","Oct",3,2015,"@AndieMacDowell3 Hi Andie. Thanks for the shout out.  It's a pleasure to greet you on board. Happy travels! :) *MD"
"Sat","Oct",3,2015,"@AMOwens23 Enjoy the ride! :-) *JJ"
"Sat","Oct",3,2015,"@tedbowling Glad you enjoyed it, hope to see you onboard soon! *JJ"
"Sun","Oct",4,2015,"@doocci I will be happy check. Which flight number are you inquiring about?  *RS"
"Sun","Oct",4,2015,"@doocci following. *DD"
"Sun","Oct",4,2015,"@Sdsoderstrom Hi Stan, sorry to hear about your delay. Please DM your confirmation number for review of your connection times. *RS"
"Sun","Oct",4,2015,"@TheSalesLion ...apologies for any inconvenience.  *RS 2/2"
"Sun","Oct",4,2015,"@TheSalesLion You're very welcome and thank you for sharing your feedback. We’ll use your feedback to help us improve our service. My... 1/2"
"Sun","Oct",4,2015,"@ajwcvg You're welcome! *RS"
"Sun","Oct",4,2015,"@t0203050901 Your contact number is + 43 (0)1 360 277 3461. *DD"
"Sun","Oct",4,2015,"@ajwcvg Hi Amos, I show the SEA counter hours are 4:15 am - 11:30 pm. *RS"
"Sun","Oct",4,2015,"@TheSalesLion ...at 1-888-750-3284. A team member will be glad to work with you to resolve the issue. *RS 3/3"
"Sun","Oct",4,2015,"@TheSalesLion ...also recommend  you try clearing cache &amp; try another browser. If issues continue you may contact Online Support... 2/3"
"Sun","Oct",4,2015,"@TheSalesLion Sorry about that Marcus. Another option is to call our Reservations team to complete your booking at 1-800-221-1212.  I... 1/3"
"Sun","Oct",4,2015,"@JosephLewis2408 ...will do their best to locate &amp; return the bag to you asap. *RS 2/2"
"Sun","Oct",4,2015,"@JosephLewis2408 I'm very sorry to hear this Joseph.  Pls immediately report this to our airport Baggage Service team. A team member... 1/2"
"Sun","Oct",4,2015,"@MClark_Live ...http://t.co/ss99Yr9uYU *RS 2/2"
"Sun","Oct",4,2015,"@MClark_Live WooHoo! We appreciate your loyalty Mark:) Please read this link details regarding your Medallion status: ... 1/2"
"Sun","Oct",4,2015,"@awizemann We appreciate the kudos Alan! Thank you for choosing Delta for your travel! *RS"
"Sun","Oct",4,2015,"@stubobs1 ...Service team for assistance at (800) 325 8224 between 7am &amp; midnight (ET) for the latest update. *RS 3/3"
"Sun","Oct",4,2015,"@stubobs1 ...their best to locate &amp; return the bag to you asap. If you have already done this, please contact our Central Baggage... 2/3"
"Sun","Oct",4,2015,"@stubobs1 That is not good to hear Stuart. Please immediately report this to our airport Baggage Service team. A team member will do... 1/3"
"Sun","Oct",4,2015,"@amandalinfoot ...the airport customer service team. You would need to inquire directly with an agent.  *RS 2/2"
"Sun","Oct",4,2015,"@clearydome Have a great flight! :-) *AB"
"Sun","Oct",4,2015,"@MichelleBetos  it you should appear after you have paid your first bill. *AB"
"Sun","Oct",4,2015,"@MichelleBetos Hi, Michelle. In the first 30 days once you complete the spend requirements, (cont) *AB"
"Sun","Oct",4,2015,"@CKaway Sorry to hear! Please follow and DM your confirmation. *DD"
"Sun","Oct",4,2015,"@Stumpeed Again, I sent a message to the gate. No airline can expedite the security or Customs line, my apologies. *VM"
"Sun","Oct",4,2015,"@flcarneiro Please follow and DM your confirmation and I will take a look. *DD"
"Sun","Oct",4,2015,"@Stumpeed Hi. Pls Follow/DM your confirmation# and I will advise the gate of your status. Pls know, we're not able to auth holding flt. *VM"
"Sun","Oct",4,2015,"@ChrisLBoston  Hey Chris, we apologize for the inconvenience. Our Support team is aware of this issue &amp; are working to resolve it. *VM"
"Sun","Oct",4,2015,"@ohmygatos19 Hey Tony, we'll definitely working on that. Pls see an agent at the airport for seat or ticket changes &amp; status updates. *VM"
"Sun","Oct",4,2015,"@teropiojen ...website are currently down. Our Support team is aware &amp; working to correct this issue. *VM 2/2"
"Sun","Oct",4,2015,"@teropiojen Good morning Jennifer. TSA Pre-Check is a random selection process managed solely by the TSA - not Delta. Also, our app &amp;... 1/2"
"Sun","Oct",4,2015,"@ckrowland  Hey Cindy, the Delta counter opens at 4am at MCI airport. *VM"
"Sun","Oct",4,2015,"@msearches  Hey Marc, a few passengers have reported issues this morning. Currently, our Support team is aware &amp; working to resolve. *VM"
"Sun","Oct",4,2015,"@ColetteInTheLab Yes, I understand. This has been reported. *RS"
"Sun","Oct",4,2015,"@ColetteInTheLab ...any inconvenience. You may check in at the airport upon arrival.  *RS 2/2"
"Sun","Oct",4,2015,"@ColetteInTheLab I do not show any reason that would prevent online check in. I have reported this problem however. My apologies for... 1/2"
"Sun","Oct",4,2015,"@yaboy_dcurr  Thanks for the additional info. Pls let me know if I can assist seat assignments *VM"
"Sun","Oct",4,2015,"@ColetteInTheLab Yes, that is correct.  *RS"
"Sun","Oct",4,2015,"@ColetteInTheLab Sorry to hear you are having problems trying to check in. Please DM your confirmation number for review? *RS"
"Sun","Oct",4,2015,"@yaboy_dcurr  Hi. My apologies for the issues with the app. Pls share more details, so I pass this along to our Support team. *VM"
"Sun","Oct",4,2015,"@kiyonna_marquay Sorry to hear this. If you haven't done so already, please see a Baggage Service agent to file a claim.  *SB"
"Sun","Oct",4,2015,"@Steve032 ...this issue further for you.  *SB 2/2"
"Sun","Oct",4,2015,"@Steve032 Terribly sorry for this frustration. Please reach out to us at 1-888-750-3284 and our Online Support team can troubleshoot... 1/2"
"Sun","Oct",4,2015,"@DaleLips Hi Dale! Currently, flts will depart as scheduled. You may view your flt status here:http://t.co/epU2KKNggx *SB"
"Sun","Oct",4,2015,"@MikeVega4 What a great way to start the day :-) Happy travels! *SB"
"Sun","Oct",4,2015,"@ChipRitter ...must apply for TSA PreCheck in order to receive it. See here for details:http://t.co/aRbJXOkoiY *SB 2/2"
"Sun","Oct",4,2015,"@ChipRitter Glad to help! Unfortunately, once you leave a secured area, you will have to go through the screening process again. You... 1/2"
"Sun","Oct",4,2015,"@lou_jocks Please accept my apology for the delay and the boarding confusion.  *PL"
"Sun","Oct",4,2015,"@julespieri For reimbursement, that's administered by Gogo. Sorry to disappoint you. *EC"
"Sun","Oct",4,2015,"@JoshSchall82 Hey Josh, pls Follow &amp; DM your confirmation#, so I can take a closer look. *VM"
"Sun","Oct",4,2015,"@johnbennett3028 Awe....thank you! We definitely appreciate you and thank you for choosing to fly with us :-) *SB"
"Sun","Oct",4,2015,"@nathanjmartin ...reference number. *PL 2/2"
"Sun","Oct",4,2015,"@nathanjmartin Nathan. Have you filed a claim with the baggage service office when you arrived? If so please follow/DM your file... 1/2"
"Sun","Oct",4,2015,"@mdcorbin Melissa, we respond via Twitter. Reservations is available at 1-800-221-1212 *VM"
"Sun","Oct",4,2015,"@ChipRitter Unfortunately, we do not. You will have to reclaim and recheck your bags.  *SB"
"Sun","Oct",4,2015,"@LostConsultant You're so welcome!  *PL"
"Sun","Oct",4,2015,"@tooleise Oh no! Please let me know if I can be of any assistance.  *PL"
"Sun","Oct",4,2015,"@codea You're so welcome! Glad to hear you got assistance.  *PL"
"Sun","Oct",4,2015,"@VistaRick Hi Rick. Unfortunately, miles cannot be used for Comfort + seating.  *SB"
"Sun","Oct",4,2015,"@StephenGrubba We support our Survivors and Celebrate Life:-) *PL"
"Sun","Oct",4,2015,"@LostConsultant I totally agree. Please follow me. So we can talk privately.  *PL"
"Sun","Oct",4,2015,"@waelaamh Hello, Wael. Should be available in two weeks for your return 10Sep2016. *RD"
"Sun","Oct",4,2015,"@ChereCoen Hi there. Thanks so much for your patience while we resolve this issue. My apologies for the inconvenience and delay.  *SD"
"Sun","Oct",4,2015,"@HadleyCoulter Hello Hadley. Not good to hear. If you are needing assistance, pls let me know.  *RD"
"Sun","Oct",4,2015,"@OSUBuckeyeGrad  Ha! KeepClimbing!:) *RB"
"Sun","Oct",4,2015,"@RobinPNW Hello Robin. Very sorry for your frustrations. We will look into this.  *RD"
"Sun","Oct",4,2015,"@Detroit_Red The 7P segment to ATL has availability, however the ATL&gt;LAX segment does not.  *RB"
"Sun","Oct",4,2015,"@AndrewJMyers If two seats are available together there should be no issue.  *RD"
"Sun","Oct",4,2015,"@gsstan ...team members.  *RD 2/2"
"Sun","Oct",4,2015,"@gsstan Hello Andrew. Apologies for the delay. Any possible refund of your ticket, you will have to speak with one of our airport... 1/2"
"Sun","Oct",4,2015,"@kimbokars I am so sorry for the delayed response as well as the long line at MSY. Has all cleared, do you need assistance? *DR"
"Sun","Oct",4,2015,"@AndrewJMyers Hello, Andrew. Unfortunately not.  *RD"
"Sun","Oct",4,2015,"@LostConsultant Thanks for your patience all day. *PL"
"Sun","Oct",4,2015,"@SrGaia I agree. Thank you for the feedback. It is greatly appreciated.  *PL"
"Sun","Oct",4,2015,"@MonkeeCharms19 ...Services for an update.  *RB 2/2"
"Sun","Oct",4,2015,"@MonkeeCharms19  Sorry to hear this. My apologies. Please follow and DM his name and file/bag tag #. I will reach out to Baggage... 1/2"
"Sun","Oct",4,2015,"@DavidTropfish Very sorry for her inconvenience.  *RD"
"Sun","Oct",4,2015,"@Detroit_Red My apologies for the delay. How soon can you be at the airport? *RB"
"Sun","Oct",4,2015,"@DavidTropfish Got you. We are here.  *RD"
"Sun","Oct",4,2015,"@chrispollard You're welcome.  *RD"
"Mon","Oct",5,2015,"@AlexReiff Hello Alex. Apologies for the delay. If you are needing assistance, pls let me know.  *RD"
"Mon","Oct",5,2015,"@Real_J_Eddy ...questions pertaining to your bags please direct with the baggage associate when you're contacted.  *EC 2/2"
"Mon","Oct",5,2015,"@Real_J_Eddy A member from baggage services will be contacting you very shortly. Both bags have been located for you. For any... 1/2"
"Mon","Oct",5,2015,"@UnicornPDX What two flights are you speaking of? If you have a confirm #, pls follow/DM info for your privacy.  *RD"
"Mon","Oct",5,2015,"@jkw4444 You're very welcome! *RS"
"Mon","Oct",5,2015,"@HoffmanCheri ...Customer Care Monday-Friday 8:00am-7:00pm ET 800-455-2720 *RS 2/2"
"Mon","Oct",5,2015,"@HoffmanCheri Hello Cheri, I'm very sorry to hear about this experience. You may make a reimbursement claim with our Corporate... 1/2"
"Mon","Oct",5,2015,"@jkw4444 Hi Julie, to make voluntary changes and receive quotes  you will need to contact our Reservations team at 1-800-221-1212. *RS"
"Mon","Oct",5,2015,"@Real_J_Eddy ...for GEG?  *EC 2/2"
"Mon","Oct",5,2015,"@Real_J_Eddy I'm check with baggage on the latest updates. There's a note about Customs. Did you pick your baggage up and re-checked... 1/2"
"Mon","Oct",5,2015,"@Miriam26Lopez You can take a carry-on for free, while one checked bag will be $25 in coach. *WG"
"Mon","Oct",5,2015,"@JoshuaIsWrong I'm sorry for your delay. If you're in need of rebooking help, please let me know. *WG"
"Mon","Oct",5,2015,"@LeahATX77 Can you DM me the confirmation? *WG"
"Mon","Oct",5,2015,"@TaylorVecsey   They will contact you directly to follow up. *RS"
"Mon","Oct",5,2015,"@TaylorVecsey You're welcome.  *RS"
"Mon","Oct",5,2015,"@lbo888 According to the flight info, you may be able to make up time in the air &amp; still get in around the original time. *WG"
"Mon","Oct",5,2015,"@RealAlexPreston Can you DM the confirmation in question? *WG"
"Mon","Oct",5,2015,"@TaylorVecsey ...Corporate Customer Care via email using this link:  http://t.co/rKwjYwO72S  *RS 2/2"
"Mon","Oct",5,2015,"@TaylorVecsey Hi Taylor, I'm very sorry to hear  you have had an unpleasant experience.  You may file a formal complaint with our... 1/2"
"Mon","Oct",5,2015,"@StacyKildal I'll let him &amp; his managers know! Thanks! *WG"
"Mon","Oct",5,2015,"@krissoko ...review.  *RS 2/2"
"Mon","Oct",5,2015,"@krissoko Hello Kris, all special meals must be requested a minimum of 24 hours in advance. Please DM the confirmation number for... 1/2"
"Mon","Oct",5,2015,"@jhvirgo We miss you too John!  *RS"
"Mon","Oct",5,2015,"@benjablake ...please let me know. You may DM details. *RS 2/2"
"Mon","Oct",5,2015,"@benjablake Hi Ben, I'm very sorry to hear that you have had an unpleasant experience. If I can be of assistance via this platform... 1/2"
"Mon","Oct",5,2015,"@MarigoPR Thank you for flying with us! *WG"
"Mon","Oct",5,2015,"@annebalcom ...hang in the closet.  *RS 2/2"
"Mon","Oct",5,2015,"@annebalcom Hello Anne, you may wish to speak with our airport Customer Service team at the gate to inquire if space is available to... 1/2"
"Mon","Oct",5,2015,"@worldtrav20xx I'm very sorry to hear about this Douglas. Could you please DM your confirmation number? *RS"
"Mon","Oct",5,2015,"@dcbergeson Thank you. Could you follow this account, so I can DM you? *WG"
"Mon","Oct",5,2015,"@dcbergeson Can you DM your confirmation? *WG"
"Mon","Oct",5,2015,"@dcbergeson Only the airport can offer hotel vouchers, so you'd have to talk to a gate agent or Red Coat there. *WG"
"Mon","Oct",5,2015,"@Real_J_Eddy You can find more info at http://t.co/N85Bmfc917 but the bags are in GEG &amp; are awaiting delivery. *WG"
"Mon","Oct",5,2015,"@jfmogro Our reservations team will be able review the fare rules of your ticket with you. *RS"
"Mon","Oct",5,2015,"@KrisVazquez Thank you. I'll let Cabin Maintenance know to take a look at the flight ASAP. *WG"
"Mon","Oct",5,2015,"@jfmogro ...review all options. I am unable to complete this request via Twitter.   *RS 2/2"
"Mon","Oct",5,2015,"@jfmogro Hello, to make changes you will need to contact our Reservations team at 1-800-221-1212. A specialist will be happy to... 1/2"
"Mon","Oct",5,2015,"@ZulaPT You're welcome! Have a great night:)  *RS"
"Mon","Oct",5,2015,"@KrisVazquez My apologies for that. What flight is this on? *WG"
"Mon","Oct",5,2015,"@joshcollesano ...it at the airport. *WG 2/2"
"Mon","Oct",5,2015,"@egpkpioneer ...provided.  *VM 2/2"
"Mon","Oct",5,2015,"@egpkpioneer Sandy, if you need an immediate resolution to this issue, you must contact out Online Support team via the number I... 1/2"
"Mon","Oct",5,2015,"@egpkpioneer ...resolve the issue. *VM 2/2"
"Mon","Oct",5,2015,"@egpkpioneer Hey Sandy, pls call our online customer support team at 1-888-750-3284. A team member will be glad to work with you to... 1/2"
"Mon","Oct",5,2015,"@AnneDoerr   That applies to Medallion members. *BB"
"Mon","Oct",5,2015,"@rafanellir We certainly understand your frustrations. We'll be sure to share these details with the TSA.  *SB"
"Mon","Oct",5,2015,"@AnneDoerr   Anne, our airport team can also confirm this for you. *BB"
"Mon","Oct",5,2015,"@rjrogo Sorry for the information overload today, Richard! Its great to have you traveling with us. *SB"
"Mon","Oct",5,2015,"@bekah_stewart   Great! *BB"
"Mon","Oct",5,2015,"@rschmidt_MD ...here: http://t.co/sGbqJSi1Xt. You may also want to contact JAX Lost &amp; Found at 904-741-2020 *VM 2/2"
"Mon","Oct",5,2015,"@rschmidt_MD That's not good to hear. We'll make every effort to locate the bag. To assist us, pls complete our Lost Item Report... 1/2"
"Mon","Oct",5,2015,"@JoeRivera1966 Hey Joey, pls Follow &amp; DM the Skymiles and the tkt# of the flight. *VM"
"Mon","Oct",5,2015,"@Chaserpro31   Please DM your ticket number and I will further advise you of your options. *BB"
"Mon","Oct",5,2015,"@AnneDoerr   Anne, you will receive the first bag free, http://t.co/lVX4A4Qrpd *BB"
"Mon","Oct",5,2015,"@RSstudi0 Please let us know if rebooking assistance is needed.  *SB"
"Mon","Oct",5,2015,"@RSstudi0 ...you on your way as soon as we can. Sorry for the wait. *SB 2/2"
"Mon","Oct",5,2015,"@RSstudi0 Please know that we perform many safety checks, but issues sometimes present themselves at inconvenient times. We'll have... 1/2"
"Mon","Oct",5,2015,"@justinbettman You can call the number I previously provided for Online Support help. *VM"
"Mon","Oct",5,2015,"@stvntmoore I'm very sorry to hear about your delay Steven. If rebooking help is needed please let me know. *RS"
"Mon","Oct",5,2015,"@meghanmetz We'll definitely pass along your feedback &amp; concerns. Thanks for hanging in there with us. We'll have you on your way soon. *SB"
"Mon","Oct",5,2015,"@aalbishi74  Please check with our Reservations Team for options. Thank you for tweeting us. *DR"
"Mon","Oct",5,2015,"@aalbishi74  Thank you for sending your confirmation. I reviewed your info and I see there may be additional fees.  *DR"
"Mon","Oct",5,2015,"@EbunOkubanjo Hi there. Please refer to this link regarding a U.S number: http://t.co/ZmxhkCBsLO *SD"
"Mon","Oct",5,2015,"@LanceJRichards ...that we do value you and your loyalty with us.  *SB 4/4"
"Mon","Oct",5,2015,"@LanceJRichards ...appear there were no complementary or Global upgrades available. I'm sorry for this frustration. Please know... 3/4"
"Mon","Oct",5,2015,"@LanceJRichards ...holding first class eligible tickets without seating that were given priority on available seating. It does... 2/4"
"Mon","Oct",5,2015,"@LanceJRichards Apologies for any misinformation. Unfortunately, after viewing the manifest, it appears there were a few passengers... 1/4"
"Mon","Oct",5,2015,"@Tommyyyx Another time, I hope Tommy. Another time! *VM"
"Mon","Oct",5,2015,"@UnitedAmanda Hi Amanda. I am terribly sorry to hear this. Please let me know if I can help?  *SD"
"Mon","Oct",5,2015,"@jadaloree Hi Jada. So sorry for the inconvenience. Thanks for sharing your feedback.  *SD"
"Mon","Oct",5,2015,"@tweetflo Pls DM your confirmation # and details so that I may forward to Inflight Leadership. *DR"
"Mon","Oct",5,2015,"@tweetflo Oh no. We strive to provide excellent customer service to all.  *DR"
"Mon","Oct",5,2015,"@BettyCox1 Hi Betty. DL845 will be arriving in Terminal A gate 1.  *SD"
"Mon","Oct",5,2015,"@Tendrid Hi there. So sorry for the delayed response. How can I help?  *SD"
"Mon","Oct",5,2015,"@Tommyyyx Hey Tommy, sorry you were not able to enjoy our Delta Comfort Plus seats on that flt! *VM"
"Mon","Oct",5,2015,"@LanceJRichards  Sorry for your experience. When you spoke to the agents what did they advise? *SB"
"Mon","Oct",5,2015,"@RoswellVoter We've put out an advisory for the inclement weather in the Carolinas. http://t.co/9H0kcm3RG8 *EC"
"Mon","Oct",5,2015,"@annelikesbeer That's never fun to run from terminal to terminal. My apologies for the inconvenience.  *EC"
"Mon","Oct",5,2015,"@kevincastanhei1 Pls know safety is our top priority. Provide your flt details via DM and I'll share this with our cabin maintenance.  *DR"
"Mon","Oct",5,2015,"@CCH211 Yea! So happy the app is working for you now. *PL"
"Mon","Oct",5,2015,"@unjustgod We have already stated our Corporate Customer Care team will contact you. Thank you for your continued patience.  *RD"
"Mon","Oct",5,2015,"@SieliSimon My pleasure! We're only a Tweet away:-) *PL"
"Mon","Oct",5,2015,"@JohnGrahamGolf Hey there Mr. John So glad to see you again! We LOVE being your ride home. Enjoy! *PL"
"Mon","Oct",5,2015,"@SieliSimon @Delta Following. How may I be of assistance?  *PL"
"Mon","Oct",5,2015,"@unjustgod Hello. Not good to hear. Pls let me know how I can assist.  *RD"
"Mon","Oct",5,2015,"@w_strickland Nice pic! Thanks for sharing:-) Good thinking. *PL"
"Mon","Oct",5,2015,"@A_Sognatore Hello. Pls see all info related to pet travel via this link: http://t.co/NjqbaYom1U. *RD"
"Mon","Oct",5,2015,"@DonalNeligan We're here to help should you need us.  *QB"
"Mon","Oct",5,2015,"@JohnZelo I can email your itinerary. Pls follow/DM your confirm # for your privacy.  *RD"
"Mon","Oct",5,2015,"@4162_514 You're most welcome! *EC"
"Mon","Oct",5,2015,"@studbuffon Miles based on your ticket price (base fare plus any carrier-imposed surcharges). *EC"
"Mon","Oct",5,2015,"@yunchristopher Please give us a quick call, we'll be glad to check. 888 750 3284 *QB"
"Mon","Oct",5,2015,"@2corpratgypsies Hello. Not good to hear. Pls let me know how I can assist.  *RD"
"Mon","Oct",5,2015,"@JohnZelo Hello John. You can print your boarding pass online via our website.  *RD"
"Mon","Oct",5,2015,"@KateUeh Once you have a Gold Delta Skymiles  Amex credit card you do.  *PL"
"Mon","Oct",5,2015,"@jporta2 Please see the link to file a complaint.  http://t.co/rKwjYwwvEi *PL"
"Mon","Oct",5,2015,"@4162_514 ...Also, I've added you the airport standby list.  *EC 2/2"
"Mon","Oct",5,2015,"@4162_514 You're ticketed for the 7:30P (DL1638). DL1738 is the 6:20P you want to SDC/standby for? DL1738 is departing from gate T3.... 1/2"
"Mon","Oct",5,2015,"@ZeiglerDanny Hi Danny. Please follow and DM your SkyMiles information, I can help you with that.  *SD"
"Mon","Oct",5,2015,"@lisathompson032 Hi Lisa. It solely depends on the reason for the cancellation or your need to change your ticket. *SD"
"Tue","Oct",6,2015,"@Biggatorsims ...http://t.co/jF5WmVPJz1  *AA 2/2"
"Tue","Oct",6,2015,"@Biggatorsims My apologies for the delay, We'd be happy to offer some mileage credit. You can claim your credit via this online form... 1/2"
"Tue","Oct",6,2015,"@jdbt Hello, Joshua. Very sorry to hear. We will get you to your destination shortly. Thank you for your patience.  *RD"
"Tue","Oct",6,2015,"@jdreyer Understood and you're very welcome.  We'll do all possible to assist. Thank you.  *AA"
"Tue","Oct",6,2015,"@thesoccerdad1 My apologies for that. We hope to have you deplaned very soon.  *AA"
"Tue","Oct",6,2015,"@crownover ...some resolution to this instance.  *AA 2/2"
"Tue","Oct",6,2015,"@crownover Very sorry for any inconvenience. Once they arrive back, pls have them contact us, we'll review further and try to offer... 1/2"
"Tue","Oct",6,2015,"@alwaysthankful7 You're very welcome. Have a great night :)  *RS"
"Tue","Oct",6,2015,"@picsoung Thank you. A team member will be in touch with you.  *AA"
"Tue","Oct",6,2015,"@jperrin83 Hello Jason. Apologies for the delay. Pls, let me know how I can assist. *RD"
"Tue","Oct",6,2015,"@kameo227 Hi. How may we assist you? *AA"
"Tue","Oct",6,2015,"@bb502 ...request. You may also request mileage credit via our website at http://t.co/P482wlZyU7 *AA 2/2"
"Tue","Oct",6,2015,"@bb502 Hi. The name change can be submitted here http://t.co/rKwjYwwvEi, your government issued ID should be attached to your... 1/2"
"Tue","Oct",6,2015,"@alwaysthankful7 It is also based on availability for the SkyMiles award upgrade. *RS"
"Tue","Oct",6,2015,"@alwaysthankful7 Hi Mia, yes you can. Currently it will require 12,500 SkyMiles.  *RS"
"Tue","Oct",6,2015,"@crownover Very strange. What is there current status? How may we assist at this time? *AA"
"Tue","Oct",6,2015,"@Livingbliss ...options.  *RD 2/2"
"Tue","Oct",6,2015,"@Livingbliss Hello, Lisa. I recommend contacting our Reservations team at 1-800-221-1212. They'll be happy to assist with flight... 1/2"
"Tue","Oct",6,2015,"@Dick_Gosinya My apologies for the bag delay. If you speak to an airport bag agent, they can help with tracking your bag. *WG"
"Tue","Oct",6,2015,"@jdreyer Done. I sent a message to the airport to look for the wallet. If its found, they'll contact you.  *AA"
"Tue","Oct",6,2015,"@FrancesDeLancey ...folder for your email confirmation.  *RS 2/2"
"Tue","Oct",6,2015,"@daniel_adornes Yes, it's possible to make, even then. *WG"
"Tue","Oct",6,2015,"@FrancesDeLancey Hello, on your statement there will be a 13 digit ticket number beginning with 006.  Please also check your spam... 1/2"
"Tue","Oct",6,2015,"@daniel_adornes Yes, that is a possible connection to make. *WG"
"Tue","Oct",6,2015,"@gopherfan2 ...1-888-750-3284. A team member will be glad to work with you to resolve the issue. *RS 3/3"
"Tue","Oct",6,2015,"@gopherfan2 ...navigational assistance is needed to complete the upgrade online, pls call our online customer support team at... 2/3"
"Tue","Oct",6,2015,"@gopherfan2 Hello Josh, you are able to check for upgrades upon check in for  your flight tomorrow. Select the modify option. If... 1/3"
"Tue","Oct",6,2015,"@trothman34 And we can't wait to have you fly again also! *WG"
"Tue","Oct",6,2015,"@chieberry74 Pls call our online customer support team at 1-888-750-3284. A team member will be glad to assist you.  *AA"
"Tue","Oct",6,2015,"@NickRogersRx I'm sorry, but I'm not able to offer a refund on something like this. Apologies that I'm unable to help. *WG"
"Tue","Oct",6,2015,"@NickRogersRx Do you have the ticket number for the trip? *WG"
"Tue","Oct",6,2015,"@NickRogersRx I don't see a receipt for anything other than the ticket itself, so it may have been refunded already. *WG"
"Tue","Oct",6,2015,"@ryno1185 My apologies for the lack of helpfulness. My info says it's currently delayed until 10:35p due to a late-arriving plane. *WG"
"Tue","Oct",6,2015,"@nllyngstad You're welcome. Take care.  *AA"
"Tue","Oct",6,2015,"@ryno1185 What flight are you checking on? *WG"
"Tue","Oct",6,2015,"@nllyngstad We will make every effort to locate your item. To assist us, pls complete the following form: http://t.co/ljzlFjyL3M *AA"
"Tue","Oct",6,2015,"@doocci Hello, I show we are already following.  *RS"
"Tue","Oct",6,2015,"@megannkoontz Thanks for the kudos to Cynthia. We are glad to hear she was  a joy to work with :) *RS"
"Tue","Oct",6,2015,"@devans812 My apologies, due to congestion sometime gate space is at a premium.  *AA"
"Tue","Oct",6,2015,"@chmsant Excellent! I'll certainly pass it on!  *WG"
"Tue","Oct",6,2015,"@AceHaddock Hey Cole, did you speak with an agent at the airport for more information? *VM"
"Tue","Oct",6,2015,"@gtonge1971 ...http://t.co/SSOgvx1VKn. Typically only Delta Studio is complimentary for the Main cabin. *VM 2/2"
"Tue","Oct",6,2015,"@gtonge1971 Hey Gary, pls visit our website &amp; select the flt you'll be travelling on to see what amenities are available ... 1/2"
"Tue","Oct",6,2015,"@justviola88 Peter, pls Follow &amp; DM your Delta confirmation, so I can take a closer look. *VM"
"Tue","Oct",6,2015,"@IamSherryO Enjoy your journey with us. *VM"
"Tue","Oct",6,2015,"@gewest We appreciated the kind words guys. Love the pic. Thx for sharing!! *VM"
"Tue","Oct",6,2015,"@SallieDeSilva So sorry for this frustration, Sallie. We do appreciate you and hope that you have a great flt.  *SB"
"Tue","Oct",6,2015,"@reallygood1185   No worry. *BB"
"Tue","Oct",6,2015,"@reallygood1185   Mike, please confirm the flight that you are trying to choose. *BB"
"Tue","Oct",6,2015,"@IamSherryO Hey Sherry, pls Follow &amp; DM your confirmation that reflects the seat change. I'm showing a window seat for the flt today. *VM"
"Tue","Oct",6,2015,"@janed_hill ...may contact them to get your bag information. *BB 2/2"
