headline,url,site,y
Doctors Shocked When Mother''s Touch Revives Her Dying Newborn Baby,http://dailybuzzlive.com/doctors-shocked-when-mothers-touch-revives-her-dying-newborn-baby/,dailybuzz,1
"Lunches At Facebook Often Contained Maggots, Former Exec Says",http://www.buzzfeed.com/williamalden/lunches-at-facebook-included-maggots-former-executive-says,buzzfeed,1
A News Station Just Reported That Video Game Cheat Codes Were Secret Revolutionary Messages,http://www.buzzfeed.com/krishrach/a-news-station-just-reported-that-video-game-cheat-codes-wer,buzzfeed,1
A Brexit Lesson In Greek 'ì Votes and Hopes Trashed on Parliamentary Floors,http://www.activistpost.com/2016/07/a-brexit-lesson-in-greek-votes-and-hopes-trashed-on-parliamentary-floors.html,activistpost,1
Confirmed: Orlando Cops Told to Stand Down 'î Not to Pursue Shooter for '15-20 Minutes'ù,http://www.activistpost.com/2016/06/confirmed-orlando-cops-told-to-stand-down.html,activistpost,1
Brain-Eating Amoeba Kills Woman After A Swim In Colorado River,http://dailybuzzlive.com/brain-eating-amoeba-kills-woman-swim-colorado-river/,dailybuzz,1
"DALLAS SHOOTING 'úSNIPERS'ù: Gladio Terror, Drills & Suspicious Details",http://21stcenturywire.com/2016/07/08/dallas-shooting-snipers-gladio-terror-drills-suspicious-details/,21stcenturywire,1
Sanders' Highest-Ranking Hispanic Staffer Joining Company Aimed At Young Latinos,http://www.buzzfeed.com/adriancarrasquillo/sanders-highest-ranking-hispanic-staffer-joining-company-aim,buzzfeed,1
Open Letter Of Aleppo Doctors Is Easily Torn Apart ' Bottom Of The Barrel Propaganda,http://www.activistpost.com/2016/08/open-letter-of-aleppo-doctors-is-easily-torn-apart-bottom-of-the-barrel-propaganda.html,activistpost,1
7 million Americans flat out refuse to pay back student loans,http://www.activistpost.com/2016/08/7-million-americans-flat-refuse-pay-back-student-loans.html,activistpost,1
Clinton and Associates'' Education Ponzi Scheme,http://21stcenturywire.com/2016/06/28/clinton-and-associates-education-ponzi-scheme/,21stcenturywire,1
Many Antibacterial Soaps Are Bullshit And Don't Work,http://www.buzzfeed.com/venessawong/many-antibacterial-soaps-are-bullshit-and-dont-work,buzzfeed,1
CIA Director Discusses Geoengineering at CFR Event,http://www.activistpost.com/2016/07/cia-director-discusses-geoengineering-at-cfr-event.html,activistpost,1
Our World ' Centuries Of Occulted Experimentation With Technology: Satanic Control Grid Exposed,http://dailybuzzlive.com/our-world-centuries-of-occulted-experimentation-with-technology-satanic-control-grid-exposed/,dailybuzz,1
"In Wake Of Failed Coup, Turkey Moves Closer To Russia; Discusses Pipeline, Syria, Better Relations",http://www.activistpost.com/2016/08/in-wake-of-failed-coup-turkey-moves-closer-to-russia-discusses-pipeline-syria-better-relations.html,activistpost,1
"National Guard, DEA, State Police Raid 81-yo Cancer Patient''s Organic Garden to 'úProtect'ù You",http://www.activistpost.com/2016/08/national-guard-dea-state-police-raid-81-yo-cancer-patients-organic-garden-protect.html,activistpost,1
21WIRE''s Week in Review: 9 JUL 2016 Edition,http://21stcenturywire.com/2016/07/09/21wires-week-in-review-9-jul-2016-edition/,21stcenturywire,1
"Isiah Thomas Glad Michael Jordan ""Joined The Party""",http://www.buzzfeed.com/darrensands/isiah-thomas-glad-michael-jordan-joined-the-party,buzzfeed,1
State Begins Random Drug Testing of Middle School Children 'î With Punishment,http://www.activistpost.com/2016/08/state-begins-random-drug-testing-middle-school-children-punishment.html,activistpost,1
"This Little Girl Has A Message For Her Deadbeat Dad, But Is It Too Much?",http://dailybuzzlive.com/this-little-girl-has-a-message-for-her-deadbeat-dad-but-is-it-too-much/,dailybuzz,1
The Religious Right's Dangerous Bet On Trump,http://www.buzzfeed.com/mckaycoppins/the-religious-rights-dangerous-bet-on-trump,buzzfeed,1
Government Will Cancel Debt Of Corinthian Students Nationwide,http://www.buzzfeed.com/mollyhensleyclancy/government-will-cancel-debt-of-corinthian-students-nationwid,buzzfeed,1
Two Muslim Women Were Thrown Off A Flight And Say Racial Bias Was Involved,http://www.buzzfeed.com/talalansari/two-muslim-women-were-thrown-off-a-flight-and-say-racial-bia,buzzfeed,1
NY Couple Loses $25k Because Their Bank Doesn't Keep Records,http://www.activistpost.com/2016/06/ny-couple-loses-25k-because-their-bank-doesnt-keep-records.html,activistpost,1
Big Brother Has Matured: UK spy center sucks up data from your online social networks,http://21stcenturywire.com/2013/06/27/big-brother-has-matured-uk-spy-center-sucks-up-data-from-your-online-networks/,21stcenturywire,1
15 Reasons Kids From The 80''s Are Tougher Than Today''s Kids,http://dailybuzzlive.com/15-reasons-kids-from-the-80s-are-tougher-than-todays-kids/,dailybuzz,1
Gene Editing: The Dual-use Conundrum,http://www.activistpost.com/2016/07/gene-editing-the-dual-use-conundrum.html,activistpost,1
WikiLeaks Publishes More Clinton Emails as FBI Decides Not to Pursue Charges,http://www.activistpost.com/2016/07/wikileaks-publishes-more-clinton-emails-as-fbi-decides-not-to-pursue-charges.html,activistpost,1
Girls Decide Whether They Like 'ú5 Or 8 Inches'ù,http://dailybuzzlive.com/girls-decide-whether-they-like-5-or-8-inches/,dailybuzz,1
Reno 'òGhost Adventures'' Couple Mark and Debbie Constantino Found Dead In Murder-Suicide,http://dailybuzzlive.com/reno-ghost-adventures-couple-found-dead/,dailybuzz,1
People Are Tweeting About #IfAfricaWasASchool And It''s Perfect,http://www.buzzfeed.com/jinamoore/people-are-tweeting-about-ifafricawasaschool-and-its-perfect,buzzfeed,1
Officers Arrested In Shooting Death Of 6 Year Old Louisiana Boy,http://dailybuzzlive.com/officers-arrested-in-shooting-death-of-6-year-old-louisiana-boy/,dailybuzz,1
"Crazy Neighbor Tells 8 Year Old Son To Attack Kid With Stick, Then Yells At Dad For Breaking It",http://dailybuzzlive.com/crazy-neighbor-tells-8-year-old-son-to-attack-kid-with-stick-then-yells-at-dad-for-breaking-it/,dailybuzz,1
SHORT FILM: The Curse and The Jubilee (4th of July),http://21stcenturywire.com/2016/07/05/short-film-the-curse-and-the-jubilee-4th-of-july/,21stcenturywire,1
Government Shouldn''t Dictate Your Wage,http://www.activistpost.com/2016/07/government-shouldnt-dictate-your-wage.html,activistpost,1
Fifteen Spotted Purple Ladybugs Found On Hawaiian Beach!,http://dailybuzzlive.com/fifteen-spotted-purple-ladybugs-found-hawaiian-beach/,dailybuzz,1
"Amazon Is Reporting Profits For A Change, And Investors Love It",http://www.buzzfeed.com/matthewzeitlin/amazon-is-reporting-profits-for-a-change-and-investors-love,buzzfeed,1
New Research Reveals Nazis Were Complete Meth Heads,http://dailybuzzlive.com/new-research-reveals-nazis-were-complete-meth-heads/,dailybuzz,1
"South African Students Were Called Monkeys And Their Hair ""Nests"" At This School",http://www.buzzfeed.com/tamerragriffin/south-african-students-were-called-monkeys-at-this-school,buzzfeed,1
You Can Finally Do Something With Your Useless Pencil Stump! Check It Out!!,http://dailybuzzlive.com/you-can-finally-do-something-with-your-useless-pencil-stump-check-it-out/,dailybuzz,1
Orlando: Deeper Than Terrorism,http://www.activistpost.com/2016/06/orlando-deeper-than-terrorism.html,activistpost,1
"NSA World''s Most Dangerous Cyber Threat, Not Russia and China",http://www.activistpost.com/2016/08/nsa-worlds-dangerous-cyber-threat-not-russia-china.html,activistpost,1
BOILER ROOM ' EP #54 ' America'¶ The End is Nigh,http://21stcenturywire.com/2016/04/28/boiler-room-ep-54-america-the-end-is-nigh/,21stcenturywire,1
"Ireland Jails 3 Top Bankers over 2008 Collapse, the Opposite of What the US Did",http://www.activistpost.com/2016/07/ireland-jails-3-top-bankers-2008-collapse-opposite-us.html,activistpost,1
"A Democratic Congresswoman ""Plagiarized"" Melania Trump's Dress",http://www.buzzfeed.com/davidmack/secretary-of-shade,buzzfeed,1
You Know Your In The Hood When'¶.,http://dailybuzzlive.com/you-know-your-in-the-hood-when/,dailybuzz,1
"Criminal Investigation Begins into Waco, TX Fertilizer Factory Explosion",http://21stcenturywire.com/2013/05/11/criminal-investigation-begins-into-waco-tx-fertelizer-factory-explosion/,21stcenturywire,1
LOOK! Animals Are People Too!,http://dailybuzzlive.com/see-animals-people/,dailybuzz,1
Woman Charged For Pranking NYC Commuters By Throwing Crickets On Subway,http://www.buzzfeed.com/tasneemnashrulla/cricket-train-woman-charges,buzzfeed,1
Apple's Business Is Declining And Wildly Profitable,http://www.buzzfeed.com/matthewzeitlin/apples-business-is-declining-and-wildly-profitable,buzzfeed,1
Heartbreaking Video Shows Syrian Boys Grieving After They Lost Their Brother In An Airstrike,http://www.buzzfeed.com/franciswhittaker/these-videos-of-grieving-children-show-the-emotional-impact,buzzfeed,1
The Owner Of T.J. Maxx And Home Goods Keeps Beating Macy's,http://www.buzzfeed.com/sapna/the-owner-of-tj-maxx-and-home-goods-keeps-beating-macys,buzzfeed,1
Southern Woman Caught On Video Being Racist To Black Co-Workers At Wendy's,http://dailybuzzlive.com/southern-woman-caught-on-video-being-racist-to-black-co-workers-at-wendys/,dailybuzz,1
Boiler Room #66 ' Globo-Terror & The PokeGo-pocalypse,http://21stcenturywire.com/2016/07/21/boiler-room-66-globo-terror-the-pokegopocalypse/,21stcenturywire,1
"Most Shelters Would Have Euthanized This Poor Dog, But These Vets Stepped In To Save Her",http://dailybuzzlive.com/shelters-euthanized-poor-dog-vets-stepped-save/,dailybuzz,1
"Washington, D.C. Will Raise Minimum Wage To $15 By 2020",http://www.buzzfeed.com/coralewis/washington-dc-will-raise-minimum-wage-to-15-by-2020,buzzfeed,1
"You Can Build This Romantic Treehouse In Just 6 Weeks For $4,000",http://dailybuzzlive.com/can-build-romantic-treehouse-just-6-weeks-4000/,dailybuzz,1
18 Women Who Are In Denial That They Are A Real Hot Mess!,http://dailybuzzlive.com/18-women-who-are-in-denial-that-they-are-a-real-hot-mess/,dailybuzz,1
"Trump Often Claimed To Be ""The Largest Real Estate Developer In New York.'ù He Isn't.",http://www.buzzfeed.com/andrewkaczynski/trump-often-claimed-to-be-the-largest-real-estate-developer,buzzfeed,1
#OhHellNo Tourists Scream As Glass Bottom Bridge Cracks Under Their Feet,http://dailybuzzlive.com/ohhellno-tourists-scream-as-glass-bottom-bridge-cracks-under-their-feet/,dailybuzz,1
Banks Are The Biggest Losers In Brexit Panic,http://www.buzzfeed.com/matthewzeitlin/banks-are-the-biggest-losers-in-brexit-panic,buzzfeed,1
10 Things 'òThe Simpsons'' Predicted ' This Is Crazy!!,http://dailybuzzlive.com/10-things-the-simpsons-predicted-this-is-crazy/,dailybuzz,1
"BOILER ROOM ' EP #45 ' Horror Hotel, Trump Gatecrash & Cynical Ploys",http://21stcenturywire.com/2016/02/24/boiler-room-ep-45-horror-hotel/,21stcenturywire,1
Video Shows Police Officer Pinning Woman Against Car As Her Legs Dangle,http://www.buzzfeed.com/claudiakoerner/video-shows-police-officer-pinning-woman-against-car-as-her,buzzfeed,1
Unredacted Version of Orlando Shooter''s Calls to 9-1-1 Leaked by CNN,http://www.activistpost.com/2016/06/unredacted-version-of-orlando-shooters-calls-to-9-1-1-leaked-by-cnn.html,activistpost,1
Trump Supporter Drags Latino Protestor Out Of Rally While Crowd Shouts 'úUSA'ù,http://dailybuzzlive.com/trump-supporter-drags-latino-protestor-rally-crowd-shouts-usa/,dailybuzz,1
"This Picture Perfectly Sums Up How Women Will Always Be Shamed, No Matter What They Wear",http://www.buzzfeed.com/krishrach/this-artist-drew-the-perfect-cartoon-to-show-how-women-will,buzzfeed,1
FBI Director Comey was board member of HSBC ' Clinton Foundation & Drug Cartel 'òbank of choice'',http://21stcenturywire.com/2016/07/13/fbi-director-comey-board-member-of-clinton-foundation-connected-bank-hsbc/,21stcenturywire,1
"FBI 'òNo Knock, No Warrant' Raid on Activists During RNC",http://www.activistpost.com/2016/07/fbi-no-knock-no-warrant-raid-on-activists-during-rnc.html,activistpost,1
The Turkish Coup in Context: Redrawing the Map of the CIA Drug Trade,http://www.activistpost.com/2016/07/the-turkish-coup-in-context-redrawing-the-map-of-the-cia-drug-trade.html,activistpost,1
"Nickelodeon Might Revive 'òThe Rugrats,' 'òHey Arnold!' And Other Classics",http://dailybuzzlive.com/nickelodeon-might-revive-the-rugrats-hey-arnold-and-other-classics/,dailybuzz,1
Microsoft Is Buying LinkedIn For $26 Billion,http://www.buzzfeed.com/matthewzeitlin/microsoft-is-buying-linkedin-for-26-billion,buzzfeed,1
10 Drunk Pass Outs That Will Have You Thinking Twice About Who You Get Drunk With,http://dailybuzzlive.com/10-drunk-pass-outs-that-will-have-you-thinking-twice-about-who-you-get-drunk-with/,dailybuzz,1
"Count Your Bracelet Lines On Your Wrist, How Many? Here's What It Means!",http://dailybuzzlive.com/count-your-bracelet-lines-on-your-wrist-how-many-heres-what-it-means/,dailybuzz,1
Selective Leaks Of The #PanamaPapers Create Huge Blackmail Potential,http://21stcenturywire.com/2016/04/04/selective-leaks-of-the-panamapapers-create-huge-blackmail-potential/,21stcenturywire,1
EXPOSED: How US-Backed War on Syria Helped ISIS to Expand Their Operations,http://21stcenturywire.com/2016/04/04/exposed-how-us-backed-war-on-syria-helped-isis-to-expand-their-operations/,21stcenturywire,1
"In 1971, Ali Helped Expose the FBI's Secret Murder Plots of Activists and Antiwar Disinformation",http://www.activistpost.com/2016/06/in-1971-ali-helped-expose-the-fbis-secret-murder-plots-of-activists-and-antiwar-disinformation.html,activistpost,1
John Kerry Spills The Beans: Moderate Rebels Not So Moderate,http://www.activistpost.com/2016/07/john-kerry-spills-the-beans-moderate-rebels-not-so-moderate.html,activistpost,1
The Fluffy-Coat Shar-Pei Is A Real Thing And Probably The Most Adorable Pup EVER!,http://dailybuzzlive.com/the-fluffy-coat-shar-pei-is-a-real-thing-and-probably-the-most-adorable-pup-ever/,dailybuzz,1
Top 5 Chemical Weapon Tests The British Conducted On Their Own People,http://21stcenturywire.com/2015/07/09/top-5-chemical-weapon-tests-the-british-conducted-on-their-own-people/,21stcenturywire,1
ISIS Teaches Kids How To Kill By Beheading In Disturbing Footage,http://dailybuzzlive.com/isis-teaches-kids-how-to-kill-by-beheading-in-disturbing-footage/,dailybuzz,1
Here's How Walmart Threatened Striking Workers,http://www.buzzfeed.com/coralewis/heres-the-script-walmart-used-to-threaten-staff-who-strike,buzzfeed,1
Microbes: The Environmental Solution to Chemtrails,http://www.activistpost.com/2016/07/microbes-environmental-solution-chemtrails.html,activistpost,1
"Sheriff Who Wanted to 'úEradicate'ù Anti-Brutality Protesters, Calls in National Guard Amid Riots",http://www.activistpost.com/2016/08/sheriff-wanted-eradicate-anti-brutality-protesters-calls-national-guard-amid-riots.html,activistpost,1
The Zika Conspiracy: Killer Vaccines vs. Frankenstein Mosquitos,http://www.activistpost.com/2016/08/zika-conspiracy-killer-vaccines-vs-frankenstein-mosquitos.html,activistpost,1
This Is What It''s Like To Watch Hate And Fear Grow After The Attack In Nice,http://www.buzzfeed.com/julesdarmanin/this-is-what-its-like-to-watch-hate-and-fear-grow-after-the,buzzfeed,1
"This Baby Koala Doesn't Even Look Real, But Wait Until You See What She Does For The Camera",http://dailybuzzlive.com/this-baby-koala-doesnt-even-look-real-but-wait-until-you-see-what-she-does-for-the-camera/,dailybuzz,1
Private Disaster Relief in Louisiana Outperforms the Government 'î Lives and Property Saved,http://www.activistpost.com/2016/08/private-disaster-relief-in-louisiana-outperforms-the-government-lives-and-property-saved.html,activistpost,1
Chinese Restaurant Owner Says 'úI''m Sorry'ù For Bringing Roadkill Into Kitchen,http://dailybuzzlive.com/chinese-restaurant-owner-says-im-sorry-for-bringing-roadkill-into-kitchen/,dailybuzz,1
The Power Of The Heart Is More Intense Than You Can Ever Imagine!,http://dailybuzzlive.com/power-heart-intense-can-ever-imagine/,dailybuzz,1
EPISODE #4 ' ON THE QT: 'òJulian vs Hillary'' (Part 1) @21WIRE.TV,http://21stcenturywire.com/2016/09/02/episode-4-on-the-qt-julian-vs-hillary-part-1-21wire-tv/,21stcenturywire,1
States Should Restore Gold and Silver as Legal Tender before the Monetary Crisis Arrives,http://www.activistpost.com/2016/08/states-restore-gold-silver-legal-tender-monetary-crisis-arrives.html,activistpost,1
George Soros Is Preparing For Economic Collapse 'ì Does He Know Something That You Don't?,http://www.activistpost.com/2016/06/george-soros-is-preparing-for-economic-collapse.html,activistpost,1
RNC Chair: I Bet More DNC Emails Are Coming Shortly,http://www.buzzfeed.com/andrewkaczynski/rnc-chair-i-bet-more-dnc-emails-are-coming-shortly,buzzfeed,1
"National Guard, DEA, State Police Raid 81-yo Cancer Patient's Organic Garden to 'Protect'ù You",http://www.activistpost.com/2016/08/national-guard-dea-state-police-raid-81-yo-cancer-patients-organic-garden-protect.html,activistpost,1
Another Senior DNC Staffer Gone Following Emails Leaked by WikiLeaks,http://www.activistpost.com/2016/09/another-senior-dnc-staffer-gone-following-emails-leaked-wikileaks.html,activistpost,1
Justice Vs. 'úJust Us'ù: Of Course the FBI Let Hillary off the Hook,http://www.activistpost.com/2016/07/justice-vs-just-us-of-course-the-fbi-let-hillary-off-the-hook.html,activistpost,1
This Natural Remedy Will Help You Get To Sleep And You Won''t Even Wake Up Tired!,http://dailybuzzlive.com/this-natural-remedy-will-help-you-get-to-sleep-and-you-wont-even-wake-up-tired/,dailybuzz,1
"When A Girl Is Ignored By Her Man During 'òKiss Cam', She Shocks Everyone By Doing This!",http://dailybuzzlive.com/when-a-girl-is-ignored-by-her-man-during-kiss-cam-she-shocks-everyone-by-doing-this/,dailybuzz,1
Longtime TPP Supporter Mike Pence Now Says It's Like Obamacare,http://www.buzzfeed.com/andrewkaczynski/longtime-tpp-supporter-mike-pence-now-says-its-like-obamacar,buzzfeed,1
BOILER ROOM ' EP #56 ' Pharmacological Nightmare,http://21stcenturywire.com/2016/05/11/boiler-room-ep-56-pharmacological-nightmare/,21stcenturywire,1
Most Humanitarian Workers Know At Least One Person Who Survived Sexual Violence,http://www.buzzfeed.com/jinamoore/most-humanitarian-workers-know-someone-who-survived-sexual-v,buzzfeed,1
McDonald's Secret Menu Consists Of A 'McGang-Bang Sandwich'ù According To Manager,http://dailybuzzlive.com/mcdonalds-secret-menu-consists-of-a-mcgang-bang-sandwich-according-to-manager/,dailybuzz,1
"If Two Countries Waged Cyber War On Each Other, Here's What To Expect",http://www.activistpost.com/2016/08/two-countries-waged-cyber-war-heres-expect.html,activistpost,1
"She Lost Over 550 Pounds, You Won't Believe What She Looks Like Now!",http://dailybuzzlive.com/lost-550-pounds-wont-believe-looks-like-now/,dailybuzz,1
Latino And Immigration Groups React To Nominee Trump: The Pivot Is Dead,http://www.buzzfeed.com/adriancarrasquillo/latino-and-immigration-groups-react-to-nominee-trump-the-piv,buzzfeed,1
"The FBI Has Quietly Collected 434,000 Iris Scans of US Citizens",http://www.activistpost.com/2016/07/the-fbi-has-quietly-collected-434000-iris-scans-of-us-citizens.html,activistpost,1
Ministry Of Truth: New Weekly News Quiz Takes Western Propaganda to New Levels,http://www.activistpost.com/2016/08/ministry-truth-new-weekly-news-quiz-takes-western-propaganda-new-levels.html,activistpost,1
9/11 Synthetic Terror: A Masterclass in Shadow Government Deception,http://21stcenturywire.com/2015/03/12/911-synthetic-terror-a-masterclass-in-shadow-government-war-by-deception/,21stcenturywire,1
After You Watch This Video You Will NEVER Eat McDonald's Fries Again!,http://dailybuzzlive.com/after-you-watch-this-video-you-will-never-eat-mcdonalds-fries-again/,dailybuzz,1
"Obama, the benevolent dictator: 'òI will allow Congress to vote on military action in Syria''",http://21stcenturywire.com/2013/09/01/obama-the-benevolent-dictator-speaks-i-will-allow-congress-to-vote-on-military-action-in-syria/,21stcenturywire,1
Engineered Chaos and Fear the New Norm In America As Many Assume the 'Reality'ù Of Staged Events,http://www.activistpost.com/2016/07/engineered-chaos-fear-new-norm-america-many-assume-reality-staged-events.html,activistpost,1
NASA Astronaut: Aliens Prevented Nuclear War on Earth,http://21stcenturywire.com/2015/08/13/nasa-astronaut-aliens-prevented-nuclear-war-on-earth/,21stcenturywire,1
SURPRISE: Vancouver Police Are Using Secretive 'Stingray'ù Cellphone Surveillance,http://www.activistpost.com/2016/08/surprise-vancouver-police-are-using-secretive-stingray-cellphone-surveillance.html,activistpost,1
"West Embarrassed By Russia in Syria, Now Blaming Russia for MH17 Disaster",http://21stcenturywire.com/2015/10/13/west-embarrassed-by-russia-in-syria-so-west-blames-russia-for-mh17-disaster/,21stcenturywire,1
You''ve Been Using Post-It Notes Incorrectly This Entire Time!,http://dailybuzzlive.com/youve-using-post-notes-incorrectly-entire-time/,dailybuzz,1
"They Found This Dog Sleeping In A Grave, But It''s What She Had With Her That Shocked Everyone",http://dailybuzzlive.com/they-found-this-dog-sleeping-in-a-grave-but-its-what-she-had-with-her-that-shocked-everyone/,dailybuzz,1
What It's Like To Live-Tweet The Day Your Neighborhood Becomes A War Zone,http://www.buzzfeed.com/ryanhatesthis/from-complexo-da-alemao-to-torchbearer,buzzfeed,1
"This Elderly Bear Was Abused For Decades, But You''ve Got To See Her Now!",http://dailybuzzlive.com/elderly-bear-abused-decades-youve-got-see-now/,dailybuzz,1
"Zika Psyop Update: Backdrop For Coming Hysteria Solidifying, 'First Reported'ù Sexual Transmission",http://www.activistpost.com/2016/08/zika-psyop-update-backdrop-coming-hysteria-solidifying-first-reported-sexual-transmission.html,activistpost,1
CDC Official Steps Down After Coca-Cola ILSI Scandal Comes to Light,http://www.activistpost.com/2016/07/cdc-official-steps-coca-cola-ilsi-scandal-comes-light.html,activistpost,1
"This Black Bear Tried To Enter Their Home, When You See How'¶. It''s Hilarious!",http://dailybuzzlive.com/this-black-bear-tried-to-enter-their-home-when-you-see-how-its-hilarious/,dailybuzz,1
"Trump Campaign Manager On Manafort: ""He Was Asked"" To Resign",http://www.buzzfeed.com/andrewkaczynski/trump-campaign-manager-on-manafort-he-was-asked-to-resign,buzzfeed,1
D.C. Cop Arrested by FBI 'î Charged with Aiding ISIS,http://www.activistpost.com/2016/08/d-c-cop-arrested-fbi-charged-aiding-isis.html,activistpost,1
Fast Food Workers Will Vote On Joining Service Workers Union,http://www.buzzfeed.com/coralewis/fast-food-workers-will-vote-on-joining-service-workers-union,buzzfeed,1
Uganda's Pride Parade Has Been Cancelled,http://www.buzzfeed.com/lesterfeder/ugandas-pride-parade-was-canceled-after-an-alleged-threat-fr,buzzfeed,1
Prince's Paisley Park Home To Open For Paid Public Tours,http://www.buzzfeed.com/claudiakoerner/paisley-park-tours,buzzfeed,1
US Government Forced to Release Secret Drone Playbook,http://www.activistpost.com/2016/08/us-government-forced-release-secret-drone-playbook.html,activistpost,1
Why Does Hollywood Have A Problem With Unfeminine Girls?,http://www.buzzfeed.com/shannonkeating/stranger-things-and-compulsory-femininity,buzzfeed,1
DNC Day Two: 3 Psyop Strategies Exposed,http://www.activistpost.com/2016/07/dnc-day-two-3-psyop-strategies-exposed.html,activistpost,1
Legal Experts Raise Alarm over Shocking Use of 'Killer Robot'ù in Dallas,http://www.activistpost.com/2016/07/police-use-killer-robot-in-dallas.html,activistpost,1
òMonster Baby'' Born After Failed Cloning Experiment,http://dailybuzzlive.com/monster-baby-born-after-failed-cloning-experiment/,dailybuzz,1
Serious Samba: Brazil protests make Turkey demonstrations look like a warm-up,http://21stcenturywire.com/2013/06/19/on-the-verge-brazil-protests-make-turkey-demonstrations-look-like-a-warm-up/,21stcenturywire,1
Watch as Trump Gatecrashes Glenn Beck''s Cruz Caucus Event in Nevada,http://21stcenturywire.com/2016/02/24/watch-as-trump-gatecrashes-glenn-becks-cruz-caucus-event-in-nevada/,21stcenturywire,1
Things At Chipotle Have Only Gotten Worse,http://www.buzzfeed.com/venessawong/things-at-chipotle-have-only-gotten-worse,buzzfeed,1
A Second British Backpacker Has Died Following A Stabbing Attack In Australia,http://www.buzzfeed.com/robstott/a-second-british-backpacker-has-died-following-a-stabbing-at,buzzfeed,1
"CULTIC CROSSROADS, SATANIC SPIES: The Devil Rides Out (1968)",http://21stcenturywire.com/2016/03/03/the-devil-rides-out-1968-a-cultic-crossroads-of-satanic-spies/,21stcenturywire,1
Falling Apart: West''s Media-Driven Deception in Syria,http://21stcenturywire.com/2016/08/16/falling-apart-wests-media-driven-deception-in-syria/,21stcenturywire,1
Ron Paul: Syria Chemical Attack Was A 'òFalse Flag'' to Suck US into Arming Jihadist Rebels,http://21stcenturywire.com/2013/08/31/ron-paul-syria-chemical-attack-was-a-false-flag-to-suck-us-to-arm-jihadist-rebels/,21stcenturywire,1
"Milwaukee Officials Install Curfew And Blame Chicago-Based Group For ""Creating Problems""",http://www.buzzfeed.com/tasneemnashrulla/milwaukee-monday,buzzfeed,1
"A Single Meme's Message on Hemp Plastic Was So Powerful, It Sparked an Internet Revolution",http://www.activistpost.com/2016/06/a-single-memes-message-on-hemp-plastic-was-so-powerful-it-sparked-an-internet-revolution.html,activistpost,1
The Most Tragic Thing Happened When This Texas Teen Took A Selfie And His Family Is Devastated,http://dailybuzzlive.com/the-most-tragic-thing-happened-when-this-texas-teen-took-a-selfie-and-his-family-is-devastated/,dailybuzz,1
Michelle Obama DNC speech: 'òI wake up every morning in a house built by slaves'',http://21stcenturywire.com/2016/07/26/michelle-obama-at-the-dnc-i-wake-up-every-morning-in-a-house-built-by-slaves/,21stcenturywire,1
Trump Basically Just Used Paul Ryan's Own Words To Deny Him An Endorsement,http://www.buzzfeed.com/davidmack/not-quite-there-yet,buzzfeed,1
New California Law Allows Cops To Seize LEGAL Guns Without Notice Beginning 1/1/16,http://dailybuzzlive.com/new-california-law-allows-cops-to-seize-legal-guns-without-notice-beginning-1116/,dailybuzz,1
Kill Switch,http://www.activistpost.com/2016/07/joy-camp-pilot-show-kill-switch.html,activistpost,1
ART OF WAR: What''s Behind Russia''s 'òIdes of March'' Military Drawdown in Syria?,http://21stcenturywire.com/2016/03/18/art-of-war-whats-behind-russias-ides-of-march-military-drawdown-in-syria/,21stcenturywire,1
McDonald's Has A Bunch Of Experiments Going On,http://www.buzzfeed.com/venessawong/mcdonalds-is-tinkering-with-its-most-popular-menu-items,buzzfeed,1
Edward Snowden Develops Phone Case to Alert Users if Their Data is Being Compromised,http://www.activistpost.com/2016/07/edward-snowden-develops-phone-case-alert-users-data-compromised.html,activistpost,1
Over 1 Million? Why We May Never Know How Many Civilians Have Died in Iraq War,http://www.activistpost.com/2016/07/1-million-may-never-know-many-civilians-died-iraq-war.html,activistpost,1
Capitalism Explained ' This Is So Accurate It Hurts,http://dailybuzzlive.com/capitalism-explained-this-is-so-accurate-it-hurts/,dailybuzz,1
This Italian Politician Wants Government to Force Citizens to Eat Meat,http://www.activistpost.com/2016/08/italian-politician-wants-government-force-citizens-eat-meat.html,activistpost,1
Hillary Clinton Pitches Mormon Voters In Utah Newspaper Op-Ed,http://www.buzzfeed.com/mckaycoppins/hillary-clinton-pitches-mormon-voters-in-utah-newspaper-op-e,buzzfeed,1
Meet The Guy Who Rode A Rickshaw From China To Rio For The Olympics,http://www.buzzfeed.com/ryanhatesthis/meet-mr-chen-the-olympic-madman,buzzfeed,1
"Facebook ""Will Do Everything We Can"" To Address Shady Dress Retailers",http://www.buzzfeed.com/sapna/facebook-taking-shady-dress-retailers-very-seriously,buzzfeed,1
What They Didn't Tell You About the Maryland Bee-Killing Pesticide Ban,http://www.activistpost.com/2016/06/what-they-didnt-tell-you-about-the-maryland-bee-killing-pesticide-ban.html,activistpost,1
Police Across America Celebrate Freedom this 4th of July with Forced Blood Draw Checkpoints,http://www.activistpost.com/2016/07/police-across-america-celebrate-freedom-this-4th-of-july-with-forced-blood-draw-checkpoints.html,activistpost,1
Confirmed: Orlando Cops Told to Stand Down 'î Not to Pursue Shooter for 'ú15-20 Minutes'ù,http://www.activistpost.com/2016/06/confirmed-orlando-cops-told-to-stand-down.html,activistpost,1
